sales_record_id,week_id,week_ending_date,fiscal_year,fiscal_month,quarter,market_id,market_name,state,region,channel_id,channel_name,retailer_id,retailer_name,retailer_scope,category_id,category_name,subcategory_id,subcategory_name,manufacturer_id,manufacturer_name,brand_id,brand_name,product_id,upc,product_description,package_size,package_uom,pack_count,units_sold,base_units,incremental_units,promo_units,volume_sold,dollar_sales,base_dollar_sales,promo_dollar_sales,average_unit_price,realized_unit_price,distribution_pct,market_share_pct,is_promoted,data_source,promo_lift_pct,price_per_volume_unit,load_timestamp
FCT000292,W0005,04-10-2025,2025,10,Q4,MKT019,Philadelphia,PA,Northeast,CH004,Convenience,RET004,QuickStop,Regional,CAT001,Salty Snacks,SUB001,Potato Chips,MFG001,Northstar Consumer Brands,BR009,Northstar Value,PROD00007,7,Northstar Value Potato Chips Original,7,OZ,1,71,71,0,0,497,378.4,378.4,0,5.33,5.33,45.2,0.14,0,CIRCANA_SYNTHETIC,0,0.7614,2026-09-03T10:30:00Z
FCT000293,W0042,20-06-2026,2026,6,Q2,MKT016,San Diego,CA,West,CH001,Grocery,RET006,Family Foods,Regional,CAT004,Cereal,SUB008,Ready-to-Eat Cereal,MFG007,FreshFields Consumer Products,BR012,DailyGood Organic,PROD00067,67,DailyGood Organic Ready-to-Eat Cereal Sea Salt,24,OZ,1,145,145,0,0,3480,965.51,965.51,0,6.66,6.66,61.8,0.72,0,CIRCANA_SYNTHETIC,0,0.2774,2026-09-03T10:30:00Z
FCT000294,W0024,14-02-2026,2026,2,Q1,MKT001,Chicago,IL,Midwest,CH001,Grocery,RET006,Family Foods,Regional,CAT005,Household Cleaning,SUB011,Surface Cleaner,MFG007,FreshFields Consumer Products,BR004,DailyGood,PROD00086,86,DailyGood Surface Cleaner Light,16,FL OZ,1,284,190,94,94,4544,2601.33,1740.33,861,9.16,9.16,59.9,3.19,1,CIRCANA_SYNTHETIC,49.47,0.5725,2026-09-03T10:30:00Z
FCT000295,W0018,03-01-2026,2026,1,Q1,MKT009,Dallas,TX,South,CH002,Mass Merchandiser,RET007,SuperValue,National,CAT006,Coffee,SUB012,Ground Coffee,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00092,92,Harvest Select Ground Coffee Classic,30,OZ,1,237,237,0,0,7110,3236.92,3236.92,0,13.66,13.66,57.5,1.57,0,CIRCANA_SYNTHETIC,0,0.4553,2026-09-03T10:30:00Z
FCT000296,W0030,28-03-2026,2026,3,Q1,MKT008,Nashville,TN,Southeast,CH001,Grocery,RET005,Fresh Market,Regional,CAT005,Household Cleaning,SUB010,Laundry Detergent,MFG004,Evergreen Household Products,BR007,PureHome,PROD00077,77,PureHome Laundry Detergent Original,100,FL OZ,6,238,238,0,0,142800,5061.4,5061.4,0,21.27,21.27,99.9,5.66,0,CIRCANA_SYNTHETIC,0,0.0354,2026-09-03T10:30:00Z
FCT000297,W0044,04-07-2026,2026,7,Q3,MKT020,Pittsburgh,PA,Northeast,CH001,Grocery,RET005,Fresh Market,Regional,CAT003,Packaged Bread,SUB006,White Bread,MFG006,Golden Grain Foods,BR006,Golden Grain,PROD00050,50,Golden Grain White Bread Classic,24,OZ,2,616,420,196,196,29568,2466.57,1681.75,784.82,4,4,80.7,1.47,1,CIRCANA_SYNTHETIC,46.67,0.0834,2026-09-03T10:30:00Z
FCT000298,W0006,11-10-2025,2025,10,Q4,MKT019,Philadelphia,PA,Northeast,CH005,E-Commerce,RET008,Online Pantry,National,CAT001,Salty Snacks,SUB002,Tortilla Chips,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00017,17,Harvest Select Tortilla Chips Honey,12,OZ,1,139,139,0,0,1668,712.6,712.6,0,5.13,5.13,41,0.82,0,CIRCANA_SYNTHETIC,0,0.4272,2026-09-03T10:30:00Z
FCT000299,W0027,07-03-2026,2026,3,Q1,MKT002,Detroit,MI,Midwest,CH001,Grocery,RET005,Fresh Market,Regional,CAT001,Salty Snacks,SUB001,Potato Chips,MFG001,Northstar Consumer Brands,BR001,Northstar,PROD00002,2,Northstar Potato Chips Light,10,OZ,1,200,132,68,68,2000,797,526.02,270.98,3.98,3.98,62,0.41,1,CIRCANA_SYNTHETIC,51.52,0.3985,2026-09-03T10:30:00Z
FCT000300,W0031,04-04-2026,2026,4,Q2,MKT007,Tampa,FL,Southeast,CH001,Grocery,RET001,National Grocery,National,CAT001,Salty Snacks,SUB003,Snack Mix,MFG003,Summit Snacks Inc,BR002,CrispCo,PROD00027,27,CrispCo Snack Mix Family Size,8,OZ,6,159,159,0,0,7632,677.19,677.19,0,4.26,4.26,41,0.9,0,CIRCANA_SYNTHETIC,0,0.0887,2026-09-03T10:30:00Z
FCT000301,W0046,18-07-2026,2026,7,Q3,MKT010,Houston,TX,South,CH003,Club,RET003,Club Warehouse,National,CAT005,Household Cleaning,SUB010,Laundry Detergent,MFG004,Evergreen Household Products,BR007,PureHome,PROD00077,77,PureHome Laundry Detergent Original,100,FL OZ,6,493,493,0,0,295800,14222.07,14222.07,0,28.85,28.85,99.9,17.96,0,CIRCANA_SYNTHETIC,0,0.0481,2026-09-03T10:30:00Z
FCT000302,W0017,27-12-2025,2025,12,Q4,MKT019,Philadelphia,PA,Northeast,CH003,Club,RET003,Club Warehouse,National,CAT004,Cereal,SUB008,Ready-to-Eat Cereal,MFG002,Harvest Foods Group,BR011,Harvest Kids,PROD00066,66,Harvest Kids Ready-to-Eat Cereal Honey,24,OZ,1,199,199,0,0,4776,1753.5,1753.5,0,8.81,8.81,36.1,2.16,0,CIRCANA_SYNTHETIC,0,0.3671,2026-09-03T10:30:00Z
FCT000303,W0037,16-05-2026,2026,5,Q2,MKT006,Charlotte,NC,Southeast,CH004,Convenience,RET004,QuickStop,Regional,CAT005,Household Cleaning,SUB011,Surface Cleaner,MFG007,FreshFields Consumer Products,BR004,DailyGood,PROD00086,86,DailyGood Surface Cleaner Light,16,FL OZ,1,214,171,43,43,3424,2533.71,2024.6,509.11,11.84,11.84,62.2,1.08,1,CIRCANA_SYNTHETIC,25.15,0.74,2026-09-03T10:30:00Z
FCT000304,W0039,30-05-2026,2026,5,Q2,MKT019,Philadelphia,PA,Northeast,CH005,E-Commerce,RET008,Online Pantry,National,CAT005,Household Cleaning,SUB010,Laundry Detergent,MFG007,FreshFields Consumer Products,BR004,DailyGood,PROD00080,80,DailyGood Laundry Detergent Honey,46,FL OZ,6,189,189,0,0,52164,2869.64,2869.64,0,15.18,15.18,94.2,2.5,0,CIRCANA_SYNTHETIC,0,0.055,2026-09-03T10:30:00Z
FCT000305,W0004,27-09-2025,2025,9,Q3,MKT006,Charlotte,NC,Southeast,CH002,Mass Merchandiser,RET007,SuperValue,National,CAT002,Carbonated Beverages,SUB005,Flavored Soda,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00047,47,Harvest Select Flavored Soda Organic,12,OZ,1,205,205,0,0,2460,1281.37,1281.37,0,6.25,6.25,24.6,0.76,0,CIRCANA_SYNTHETIC,0,0.5209,2026-09-03T10:30:00Z
FCT000306,W0021,24-01-2026,2026,1,Q1,MKT013,Seattle,WA,West,CH003,Club,RET003,Club Warehouse,National,CAT001,Salty Snacks,SUB003,Snack Mix,MFG001,Northstar Consumer Brands,BR009,Northstar Value,PROD00031,31,Northstar Value Snack Mix Honey,5,OZ,1,221,221,0,0,1105,1219.04,1219.04,0,5.52,5.52,59.6,1.12,0,CIRCANA_SYNTHETIC,0,1.1032,2026-09-03T10:30:00Z
FCT000307,W0028,14-03-2026,2026,3,Q1,MKT020,Pittsburgh,PA,Northeast,CH003,Club,RET003,Club Warehouse,National,CAT001,Salty Snacks,SUB003,Snack Mix,MFG003,Summit Snacks Inc,BR002,CrispCo,PROD00027,27,CrispCo Snack Mix Family Size,8,OZ,6,396,396,0,0,19008,2316.77,2316.77,0,5.85,5.85,50.2,2.39,0,CIRCANA_SYNTHETIC,0,0.1219,2026-09-03T10:30:00Z
FCT000308,W0024,14-02-2026,2026,2,Q1,MKT020,Pittsburgh,PA,Northeast,CH002,Mass Merchandiser,RET007,SuperValue,National,CAT003,Packaged Bread,SUB006,White Bread,MFG007,FreshFields Consumer Products,BR004,DailyGood,PROD00054,54,DailyGood White Bread Organic,32,OZ,1,376,262,114,114,12032,1777.18,1238.36,538.83,4.73,4.73,56.2,1.88,1,CIRCANA_SYNTHETIC,43.51,0.1477,2026-09-03T10:30:00Z
FCT000309,W0033,18-04-2026,2026,4,Q2,MKT018,Boston,MA,Northeast,CH001,Grocery,RET005,Fresh Market,Regional,CAT005,Household Cleaning,SUB011,Surface Cleaner,MFG004,Evergreen Household Products,BR007,PureHome,PROD00084,84,PureHome Surface Cleaner Original,16,FL OZ,1,159,159,0,0,2544,1585.82,1585.82,0,9.97,9.97,38.2,0.59,0,CIRCANA_SYNTHETIC,0,0.6234,2026-09-03T10:30:00Z
FCT000310,W0012,22-11-2025,2025,11,Q4,MKT012,Denver,CO,West,CH001,Grocery,RET006,Family Foods,Regional,CAT001,Salty Snacks,SUB001,Potato Chips,MFG003,Summit Snacks Inc,BR010,CrispCo Naturals,PROD00010,10,CrispCo Naturals Potato Chips Honey,8,OZ,6,307,307,0,0,14736,1320.95,1320.95,0,4.3,4.3,38.6,0.89,0,CIRCANA_SYNTHETIC,0,0.0896,2026-09-03T10:30:00Z
FCT000311,W0011,15-11-2025,2025,11,Q4,MKT015,Los Angeles,CA,West,CH003,Club,RET003,Club Warehouse,National,CAT004,Cereal,SUB009,Granola,MFG007,FreshFields Consumer Products,BR004,DailyGood,PROD00071,71,DailyGood Granola Classic,12,OZ,1,248,209,39,39,2976,1658.36,1397.57,260.79,6.69,6.69,52.5,2.16,1,CIRCANA_SYNTHETIC,18.66,0.5572,2026-09-03T10:30:00Z
FCT000312,W0032,11-04-2026,2026,4,Q2,MKT015,Los Angeles,CA,West,CH001,Grocery,RET005,Fresh Market,Regional,CAT001,Salty Snacks,SUB002,Tortilla Chips,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00017,17,Harvest Select Tortilla Chips Honey,12,OZ,1,175,175,0,0,2100,784.4,784.4,0,4.48,4.48,29.5,0.3,0,CIRCANA_SYNTHETIC,0,0.3735,2026-09-03T10:30:00Z
FCT000313,W0038,23-05-2026,2026,5,Q2,MKT001,Chicago,IL,Midwest,CH005,E-Commerce,RET008,Online Pantry,National,CAT006,Coffee,SUB012,Ground Coffee,MFG005,BlueRiver Beverages,BR005,Peak,PROD00090,90,Peak Ground Coffee Family Size,10,OZ,1,346,346,0,0,3460,3859.47,3859.47,0,11.15,11.15,15.1,2.97,0,CIRCANA_SYNTHETIC,0,1.1155,2026-09-03T10:30:00Z
FCT000314,W0028,14-03-2026,2026,3,Q1,MKT007,Tampa,FL,Southeast,CH002,Mass Merchandiser,RET007,SuperValue,National,CAT001,Salty Snacks,SUB001,Potato Chips,MFG003,Summit Snacks Inc,BR010,CrispCo Naturals,PROD00010,10,CrispCo Naturals Potato Chips Honey,8,OZ,6,319,319,0,0,15312,1478.72,1478.72,0,4.64,4.64,15.2,0.61,0,CIRCANA_SYNTHETIC,0,0.0966,2026-09-03T10:30:00Z
FCT000315,W0010,08-11-2025,2025,11,Q4,MKT008,Nashville,TN,Southeast,CH001,Grocery,RET001,National Grocery,National,CAT002,Carbonated Beverages,SUB004,Cola,MFG001,Northstar Consumer Brands,BR001,Northstar,PROD00040,40,Northstar Cola Organic,12,OZ,2,278,278,0,0,6672,1611.62,1611.62,0,5.8,5.8,54.1,1.34,0,CIRCANA_SYNTHETIC,0,0.2415,2026-09-03T10:30:00Z
FCT000316,W0002,13-09-2025,2025,9,Q3,MKT019,Philadelphia,PA,Northeast,CH002,Mass Merchandiser,RET007,SuperValue,National,CAT004,Cereal,SUB008,Ready-to-Eat Cereal,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00062,62,Harvest Select Ready-to-Eat Cereal Family Size,24,OZ,1,483,397,86,86,11592,3170.75,2606.18,564.56,6.56,6.56,5,1.72,1,CIRCANA_SYNTHETIC,21.66,0.2735,2026-09-03T10:30:00Z
FCT000317,W0030,28-03-2026,2026,3,Q1,MKT004,Columbus,OH,Midwest,CH002,Mass Merchandiser,RET002,Value Mart,National,CAT001,Salty Snacks,SUB002,Tortilla Chips,MFG001,Northstar Consumer Brands,BR001,Northstar,PROD00013,13,Northstar Tortilla Chips Family Size,12,OZ,1,233,233,0,0,2796,1143.87,1143.87,0,4.91,4.91,77.9,0.54,0,CIRCANA_SYNTHETIC,0,0.4091,2026-09-03T10:30:00Z
FCT000318,W0036,09-05-2026,2026,5,Q2,MKT009,Dallas,TX,South,CH001,Grocery,RET001,National Grocery,National,CAT004,Cereal,SUB009,Granola,MFG002,Harvest Foods Group,BR011,Harvest Kids,PROD00074,74,Harvest Kids Granola Sea Salt,18,OZ,1,458,458,0,0,8244,2760.97,2760.97,0,6.03,6.03,29.6,1.39,0,CIRCANA_SYNTHETIC,0,0.3349,2026-09-03T10:30:00Z
FCT000319,W0038,23-05-2026,2026,5,Q2,MKT002,Detroit,MI,Midwest,CH001,Grocery,RET005,Fresh Market,Regional,CAT004,Cereal,SUB009,Granola,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00070,70,Harvest Select Granola Original,10,OZ,1,408,408,0,0,4080,2241.97,2241.97,0,5.5,5.5,99.9,2.62,0,CIRCANA_SYNTHETIC,0,0.5495,2026-09-03T10:30:00Z
FCT000320,W0002,13-09-2025,2025,9,Q3,MKT002,Detroit,MI,Midwest,CH003,Club,RET003,Club Warehouse,National,CAT001,Salty Snacks,SUB001,Potato Chips,MFG001,Northstar Consumer Brands,BR009,Northstar Value,PROD00008,8,Northstar Value Potato Chips Classic,8,OZ,1,41,31,10,10,328,210.11,158.86,51.25,5.12,5.12,64.6,0.24,1,CIRCANA_SYNTHETIC,32.26,0.6406,2026-09-03T10:30:00Z
FCT000321,W0027,07-03-2026,2026,3,Q1,MKT010,Houston,TX,South,CH001,Grocery,RET001,National Grocery,National,CAT006,Coffee,SUB012,Ground Coffee,MFG005,BlueRiver Beverages,BR005,Peak,PROD00089,89,Peak Ground Coffee Organic,10,OZ,6,421,421,0,0,25260,4068.02,4068.02,0,9.66,9.66,63,3.3,0,CIRCANA_SYNTHETIC,0,0.161,2026-09-03T10:30:00Z
FCT000322,W0035,02-05-2026,2026,5,Q2,MKT018,Boston,MA,Northeast,CH001,Grocery,RET001,National Grocery,National,CAT001,Salty Snacks,SUB001,Potato Chips,MFG003,Summit Snacks Inc,BR010,CrispCo Naturals,PROD00010,10,CrispCo Naturals Potato Chips Honey,8,OZ,6,344,344,0,0,16512,1452.01,1452.01,0,4.22,4.22,98.2,1.24,0,CIRCANA_SYNTHETIC,0,0.0879,2026-09-03T10:30:00Z
FCT000323,W0017,27-12-2025,2025,12,Q4,MKT010,Houston,TX,South,CH004,Convenience,RET004,QuickStop,Regional,CAT001,Salty Snacks,SUB003,Snack Mix,MFG003,Summit Snacks Inc,BR002,CrispCo,PROD00027,27,CrispCo Snack Mix Family Size,8,OZ,6,47,47,0,0,2256,247.83,247.83,0,5.27,5.27,67.3,0.3,0,CIRCANA_SYNTHETIC,0,0.1099,2026-09-03T10:30:00Z
FCT000324,W0007,18-10-2025,2025,10,Q4,MKT013,Seattle,WA,West,CH001,Grocery,RET005,Fresh Market,Regional,CAT001,Salty Snacks,SUB002,Tortilla Chips,MFG003,Summit Snacks Inc,BR010,CrispCo Naturals,PROD00022,22,CrispCo Naturals Tortilla Chips Classic,15,OZ,2,78,78,0,0,2340,374.51,374.51,0,4.8,4.8,62.7,0.13,0,CIRCANA_SYNTHETIC,0,0.16,2026-09-03T10:30:00Z
FCT000325,W0040,06-06-2026,2026,6,Q2,MKT001,Chicago,IL,Midwest,CH003,Club,RET003,Club Warehouse,National,CAT001,Salty Snacks,SUB001,Potato Chips,MFG008,Urban Pantry Co,BR008,PantryBest,PROD00012,12,PantryBest Potato Chips Organic,13,OZ,6,433,433,0,0,33774,2623.24,2623.24,0,6.06,6.06,73.2,2.43,0,CIRCANA_SYNTHETIC,0,0.0777,2026-09-03T10:30:00Z
FCT000326,W0019,10-01-2026,2026,1,Q1,MKT016,San Diego,CA,West,CH002,Mass Merchandiser,RET007,SuperValue,National,CAT001,Salty Snacks,SUB003,Snack Mix,MFG008,Urban Pantry Co,BR008,PantryBest,PROD00035,35,PantryBest Snack Mix Original,8,OZ,1,156,129,27,27,1248,656.2,542.63,113.57,4.21,4.21,45.5,0.3,1,CIRCANA_SYNTHETIC,20.93,0.5258,2026-09-03T10:30:00Z
FCT000327,W0032,11-04-2026,2026,4,Q2,MKT012,Denver,CO,West,CH001,Grocery,RET005,Fresh Market,Regional,CAT002,Carbonated Beverages,SUB004,Cola,MFG001,Northstar Consumer Brands,BR001,Northstar,PROD00040,40,Northstar Cola Organic,12,OZ,2,298,298,0,0,7152,1768.01,1768.01,0,5.93,5.93,36.7,1.03,0,CIRCANA_SYNTHETIC,0,0.2472,2026-09-03T10:30:00Z
FCT000328,W0016,20-12-2025,2025,12,Q4,MKT012,Denver,CO,West,CH001,Grocery,RET006,Family Foods,Regional,CAT003,Packaged Bread,SUB006,White Bread,MFG007,FreshFields Consumer Products,BR004,DailyGood,PROD00053,53,DailyGood White Bread Sea Salt,32,OZ,6,650,650,0,0,124800,3176.29,3176.29,0,4.89,4.89,40,2.38,0,CIRCANA_SYNTHETIC,0,0.0255,2026-09-03T10:30:00Z
FCT000329,W0026,28-02-2026,2026,2,Q1,MKT011,Phoenix,AZ,West,CH005,E-Commerce,RET008,Online Pantry,National,CAT001,Salty Snacks,SUB002,Tortilla Chips,MFG001,Northstar Consumer Brands,BR009,Northstar Value,PROD00020,20,Northstar Value Tortilla Chips Family Size,12,OZ,6,227,201,26,26,16344,1086.59,962.14,124.46,4.79,4.79,72.2,0.5,1,CIRCANA_SYNTHETIC,12.94,0.0665,2026-09-03T10:30:00Z
FCT000330,W0040,06-06-2026,2026,6,Q2,MKT004,Columbus,OH,Midwest,CH002,Mass Merchandiser,RET007,SuperValue,National,CAT001,Salty Snacks,SUB001,Potato Chips,MFG003,Summit Snacks Inc,BR010,CrispCo Naturals,PROD00010,10,CrispCo Naturals Potato Chips Honey,8,OZ,6,49,44,5,5,2352,199.94,179.54,20.4,4.08,4.08,45.4,0.19,1,CIRCANA_SYNTHETIC,11.36,0.085,2026-09-03T10:30:00Z
FCT000331,W0044,04-07-2026,2026,7,Q3,MKT016,San Diego,CA,West,CH001,Grocery,RET001,National Grocery,National,CAT001,Salty Snacks,SUB003,Snack Mix,MFG003,Summit Snacks Inc,BR002,CrispCo,PROD00027,27,CrispCo Snack Mix Family Size,8,OZ,6,170,170,0,0,8160,729.23,729.23,0,4.29,4.29,70.3,0.94,0,CIRCANA_SYNTHETIC,0,0.0894,2026-09-03T10:30:00Z
FCT000332,W0035,02-05-2026,2026,5,Q2,MKT012,Denver,CO,West,CH002,Mass Merchandiser,RET002,Value Mart,National,CAT001,Salty Snacks,SUB001,Potato Chips,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00006,6,Harvest Select Potato Chips Family Size,13,OZ,1,72,72,0,0,936,361.59,361.59,0,5.02,5.02,70.7,0.19,0,CIRCANA_SYNTHETIC,0,0.3863,2026-09-03T10:30:00Z
FCT000333,W0026,28-02-2026,2026,2,Q1,MKT011,Phoenix,AZ,West,CH003,Club,RET003,Club Warehouse,National,CAT004,Cereal,SUB009,Granola,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00070,70,Harvest Select Granola Original,10,OZ,1,230,230,0,0,2300,1649.57,1649.57,0,7.17,7.17,46.4,1.52,0,CIRCANA_SYNTHETIC,0,0.7172,2026-09-03T10:30:00Z
FCT000334,W0038,23-05-2026,2026,5,Q2,MKT014,Portland,OR,West,CH001,Grocery,RET005,Fresh Market,Regional,CAT001,Salty Snacks,SUB003,Snack Mix,MFG008,Urban Pantry Co,BR008,PantryBest,PROD00035,35,PantryBest Snack Mix Original,8,OZ,1,144,144,0,0,1152,623.94,623.94,0,4.33,4.33,28.3,0.38,0,CIRCANA_SYNTHETIC,0,0.5416,2026-09-03T10:30:00Z
FCT000335,W0046,18-07-2026,2026,7,Q3,MKT011,Phoenix,AZ,West,CH005,E-Commerce,RET008,Online Pantry,National,CAT005,Household Cleaning,SUB011,Surface Cleaner,MFG007,FreshFields Consumer Products,BR004,DailyGood,PROD00085,85,DailyGood Surface Cleaner Classic,24,FL OZ,1,647,647,0,0,15528,7740.64,7740.64,0,11.96,11.96,27.3,8.26,0,CIRCANA_SYNTHETIC,0,0.4985,2026-09-03T10:30:00Z
FCT000336,W0031,04-04-2026,2026,4,Q2,MKT017,New York,NY,Northeast,CH004,Convenience,RET004,QuickStop,Regional,CAT006,Coffee,SUB012,Ground Coffee,MFG005,BlueRiver Beverages,BR005,Peak,PROD00090,90,Peak Ground Coffee Family Size,10,OZ,1,399,399,0,0,3990,4865.28,4865.28,0,12.19,12.19,16.1,5.14,0,CIRCANA_SYNTHETIC,0,1.2194,2026-09-03T10:30:00Z
FCT000337,W0020,17-01-2026,2026,1,Q1,MKT011,Phoenix,AZ,West,CH003,Club,RET003,Club Warehouse,National,CAT002,Carbonated Beverages,SUB004,Cola,MFG005,BlueRiver Beverages,BR005,Peak,PROD00037,37,Peak Cola Light,20,OZ,1,651,514,137,137,13020,5459.21,4310.35,1148.87,8.39,8.39,47.6,4.58,1,CIRCANA_SYNTHETIC,26.65,0.4193,2026-09-03T10:30:00Z
FCT000338,W0006,11-10-2025,2025,10,Q4,MKT005,Atlanta,GA,Southeast,CH005,E-Commerce,RET008,Online Pantry,National,CAT006,Coffee,SUB013,Coffee Pods,MFG007,FreshFields Consumer Products,BR012,DailyGood Organic,PROD00099,99,DailyGood Organic Coffee Pods Classic,36,CT,2,196,196,0,0,14112,3022.88,3022.88,0,15.42,15.42,53.6,3.43,0,CIRCANA_SYNTHETIC,0,0.2142,2026-09-03T10:30:00Z
FCT000339,W0032,11-04-2026,2026,4,Q2,MKT003,Minneapolis,MN,Midwest,CH005,E-Commerce,RET008,Online Pantry,National,CAT003,Packaged Bread,SUB007,Whole Wheat Bread,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00058,58,Harvest Select Whole Wheat Bread Light,24,OZ,1,441,441,0,0,10584,2143.84,2143.84,0,4.86,4.86,55.7,2.61,0,CIRCANA_SYNTHETIC,0,0.2026,2026-09-03T10:30:00Z
FCT000340,W0029,21-03-2026,2026,3,Q1,MKT011,Phoenix,AZ,West,CH005,E-Commerce,RET008,Online Pantry,National,CAT004,Cereal,SUB008,Ready-to-Eat Cereal,MFG002,Harvest Foods Group,BR011,Harvest Kids,PROD00065,65,Harvest Kids Ready-to-Eat Cereal Light,24,OZ,1,1590,1426,164,164,38160,10390.23,9318.53,1071.7,6.53,6.53,49.8,13.34,1,CIRCANA_SYNTHETIC,11.5,0.2723,2026-09-03T10:30:00Z
FCT000341,W0015,13-12-2025,2025,12,Q4,MKT017,New York,NY,Northeast,CH001,Grocery,RET006,Family Foods,Regional,CAT003,Packaged Bread,SUB006,White Bread,MFG006,Golden Grain Foods,BR006,Golden Grain,PROD00050,50,Golden Grain White Bread Classic,24,OZ,2,183,137,46,46,8784,703.18,526.42,176.75,3.84,3.84,59.6,0.56,1,CIRCANA_SYNTHETIC,33.58,0.0801,2026-09-03T10:30:00Z
FCT000342,W0007,18-10-2025,2025,10,Q4,MKT009,Dallas,TX,South,CH002,Mass Merchandiser,RET007,SuperValue,National,CAT004,Cereal,SUB009,Granola,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00069,69,Harvest Select Granola Family Size,12,OZ,1,100,86,14,14,1200,570.4,490.54,79.86,5.7,5.7,36.6,0.5,1,CIRCANA_SYNTHETIC,16.28,0.4753,2026-09-03T10:30:00Z
FCT000343,W0009,01-11-2025,2025,11,Q4,MKT005,Atlanta,GA,Southeast,CH003,Club,RET003,Club Warehouse,National,CAT006,Coffee,SUB013,Coffee Pods,MFG007,FreshFields Consumer Products,BR012,DailyGood Organic,PROD00100,100,DailyGood Organic Coffee Pods Light,24,CT,1,188,188,0,0,4512,2984.99,2984.99,0,15.88,15.88,49.7,1.45,0,CIRCANA_SYNTHETIC,0,0.6616,2026-09-03T10:30:00Z
FCT000344,W0047,25-07-2026,2026,7,Q3,MKT019,Philadelphia,PA,Northeast,CH001,Grocery,RET001,National Grocery,National,CAT006,Coffee,SUB013,Coffee Pods,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00097,97,Harvest Select Coffee Pods Family Size,12,CT,2,62,62,0,0,1488,631.56,631.56,0,10.19,10.19,61.8,0.65,0,CIRCANA_SYNTHETIC,0,0.4244,2026-09-03T10:30:00Z
FCT000345,W0050,15-08-2026,2026,8,Q3,MKT001,Chicago,IL,Midwest,CH001,Grocery,RET001,National Grocery,National,CAT003,Packaged Bread,SUB006,White Bread,MFG007,FreshFields Consumer Products,BR004,DailyGood,PROD00053,53,DailyGood White Bread Sea Salt,32,OZ,6,191,191,0,0,36672,926.5,926.5,0,4.85,4.85,56.2,0.78,0,CIRCANA_SYNTHETIC,0,0.0253,2026-09-03T10:30:00Z
FCT000346,W0023,07-02-2026,2026,2,Q1,MKT011,Phoenix,AZ,West,CH001,Grocery,RET001,National Grocery,National,CAT001,Salty Snacks,SUB003,Snack Mix,MFG001,Northstar Consumer Brands,BR009,Northstar Value,PROD00032,32,Northstar Value Snack Mix Sea Salt,8,OZ,1,294,294,0,0,2352,1240.12,1240.12,0,4.22,4.22,58,1.62,0,CIRCANA_SYNTHETIC,0,0.5273,2026-09-03T10:30:00Z
FCT000347,W0017,27-12-2025,2025,12,Q4,MKT004,Columbus,OH,Midwest,CH001,Grocery,RET005,Fresh Market,Regional,CAT002,Carbonated Beverages,SUB005,Flavored Soda,MFG001,Northstar Consumer Brands,BR001,Northstar,PROD00045,45,Northstar Flavored Soda Honey,12,OZ,1,878,878,0,0,10536,5155.42,5155.42,0,5.87,5.87,55.8,6.62,0,CIRCANA_SYNTHETIC,0,0.4893,2026-09-03T10:30:00Z
FCT000348,W0037,16-05-2026,2026,5,Q2,MKT006,Charlotte,NC,Southeast,CH001,Grocery,RET005,Fresh Market,Regional,CAT001,Salty Snacks,SUB003,Snack Mix,MFG003,Summit Snacks Inc,BR010,CrispCo Naturals,PROD00033,33,CrispCo Naturals Snack Mix Organic,8,OZ,1,467,420,47,47,3736,1878.34,1689.3,189.04,4.02,4.02,79.9,1.9,1,CIRCANA_SYNTHETIC,11.19,0.5028,2026-09-03T10:30:00Z
FCT000349,W0027,07-03-2026,2026,3,Q1,MKT015,Los Angeles,CA,West,CH002,Mass Merchandiser,RET002,Value Mart,National,CAT001,Salty Snacks,SUB001,Potato Chips,MFG008,Urban Pantry Co,BR008,PantryBest,PROD00012,12,PantryBest Potato Chips Organic,13,OZ,6,176,176,0,0,13728,868.26,868.26,0,4.93,4.93,88.7,0.86,0,CIRCANA_SYNTHETIC,0,0.0632,2026-09-03T10:30:00Z
FCT000350,W0001,06-09-2025,2025,9,Q3,MKT020,Pittsburgh,PA,Northeast,CH004,Convenience,RET004,QuickStop,Regional,CAT001,Salty Snacks,SUB001,Potato Chips,MFG003,Summit Snacks Inc,BR010,CrispCo Naturals,PROD00009,9,CrispCo Naturals Potato Chips Light,7,OZ,6,562,562,0,0,23604,2992.45,2992.45,0,5.32,5.32,68,2.85,0,CIRCANA_SYNTHETIC,0,0.1268,2026-09-03T10:30:00Z
